Year,Month,Minimum temperature (Degree C)
1957,1,23.3
1957,1,22.8
1957,1,22.8
1957,1,23.3
1957,1,21.1
1957,1,23.9
1957,1,22.2
1957,1,20.6
1957,1,22.2
1957,1,23.9
1957,1,23.3
1957,1,22.8
1957,1,22.2
1957,1,22.2
1957,1,21.1
1957,1,21.1
1957,1,19.4
1957,1,21.7
1957,1,21.1
1957,1,22.2
1957,1,20.0
1957,1,20.6
1957,1,21.1
1957,1,20.0
1957,1,18.9
1957,1,21.7
1957,1,21.7
1957,1,22.2
1957,1,22.2
1957,1,22.2
1957,1,22.8
1957,2,23.3
1957,2,22.8
1957,2,22.8
1957,2,22.2
1957,2,22.8
1957,2,22.8
1957,2,23.3
1957,2,23.9
1957,2,24.4
1957,2,23.3
1957,2,23.3
1957,2,23.3
1957,2,23.3
1957,2,22.8
1957,2,22.8
1957,2,22.8
1957,2,21.7
1957,2,21.1
1957,2,20.6
1957,2,22.8
1957,2,23.9
1957,2,23.3
1957,2,23.9
1957,2,23.3
1957,2,23.9
1957,2,23.3
1957,2,22.2
1957,2,22.8
1957,3,21.7
1957,3,22.2
1957,3,22.2
1957,3,21.1
1957,3,21.7
1957,3,21.7
1957,3,22.8
1957,3,21.7
1957,3,21.7
1957,3,22.2
1957,3,22.2
1957,3,23.3
1957,3,23.9
1957,3,23.3
1957,3,22.8
1957,3,22.8
1957,3,22.2
1957,3,19.4
1957,3,19.4
1957,3,20.0
1957,3,18.9
1957,3,20.6
1957,3,21.1
1957,3,20.0
1957,3,20.6
1957,3,21.1
1957,3,21.1
1957,3,21.1
1957,3,21.1
1957,3,21.1
1957,3,21.7
1957,4,21.7
1957,4,19.4
1957,4,20.6
1957,4,19.4
1957,4,21.1
1957,4,22.2
1957,4,20.6
1957,4,21.1
1957,4,20.0
1957,4,21.1
1957,4,22.2
1957,4,21.7
1957,4,22.2
1957,4,22.2
1957,4,19.4
1957,4,20.6
1957,4,18.9
1957,4,17.2
1957,4,16.7
1957,4,17.8
1957,4,17.8
1957,4,17.8
1957,4,18.3
1957,4,20.0
1957,4,20.0
1957,4,20.6
1957,4,21.7
1957,4,21.1
1957,4,19.4
1957,4,18.9
1957,5,20.0
1957,5,19.4
1957,5,18.3
1957,5,21.7
1957,5,18.3
1957,5,17.8
1957,5,19.4
1957,5,19.4
1957,5,19.4
1957,5,20.0
1957,5,17.2
1957,5,20.0
1957,5,16.7
1957,5,18.9
1957,5,19.4
1957,5,18.3
1957,5,17.8
1957,5,18.3
1957,5,18.3
1957,5,17.2
1957,5,15.6
1957,5,12.2
1957,5,9.4
1957,5,10.0
1957,5,14.4
1957,5,17.2
1957,5,18.3
1957,5,19.4
1957,5,18.9
1957,5,18.3
1957,5,19.4
1957,6,18.9
1957,6,19.4
1957,6,18.9
1957,6,19.4
1957,6,17.8
1957,6,18.9
1957,6,18.9
1957,6,18.9
1957,6,18.3
1957,6,17.8
1957,6,17.8
1957,6,18.3
1957,6,18.3
1957,6,18.3
1957,6,15.6
1957,6,15.6
1957,6,17.8
1957,6,17.8
1957,6,16.7
1957,6,17.8
1957,6,15.0
1957,6,16.7
1957,6,12.8
1957,6,11.1
1957,6,11.7
1957,6,12.8
1957,6,16.1
1957,6,18.9
1957,6,19.4
1957,6,18.9
1957,7,18.3
1957,7,16.1
1957,7,11.1
1957,7,10.6
1957,7,16.7
1957,7,16.1
1957,7,17.2
1957,7,17.2
1957,7,17.8
1957,7,18.3
1957,7,18.9
1957,7,17.2
1957,7,18.9
1957,7,19.4
1957,7,16.7
1957,7,15.0
1957,7,16.7
1957,7,19.4
1957,7,19.4
1957,7,16.7
1957,7,17.2
1957,7,18.3
1957,7,16.7
1957,7,20.0
1957,7,18.3
1957,7,16.7
1957,7,17.8
1957,7,19.4
1957,7,19.4
1957,7,18.9
1957,7,15.0
1957,8,17.8
1957,8,17.2
1957,8,17.2
1957,8,17.2
1957,8,19.4
1957,8,16.7
1957,8,14.4
1957,8,16.1
1957,8,15.6
1957,8,15.0
1957,8,15.6
1957,8,16.1
1957,8,18.3
1957,8,17.2
1957,8,18.9
1957,8,17.2
1957,8,13.9
1957,8,10.6
1957,8,12.8
1957,8,13.9
1957,8,13.3
1957,8,15.0
1957,8,15.0
1957,8,16.7
1957,8,16.1
1957,8,17.8
1957,8,16.7
1957,8,12.8
1957,8,14.4
1957,8,16.1
1957,8,15.6
1957,9,14.4
1957,9,13.3
1957,9,15.0
1957,9,16.1
1957,9,17.2
1957,9,16.1
1957,9,15.0
1957,9,15.6
1957,9,14.4
1957,9,14.4
1957,9,15.0
1957,9,15.0
1957,9,16.1
1957,9,15.6
1957,9,15.0
1957,9,14.4
1957,9,13.3
1957,9,14.4
1957,9,15.0
1957,9,17.2
1957,9,16.1
1957,9,13.9
1957,9,12.8
1957,9,14.4
1957,9,15.6
1957,9,15.6
1957,9,15.0
1957,9,17.2
1957,9,17.2
1957,9,16.7
1957,10,16.1
1957,10,16.7
1957,10,16.7
1957,10,18.3
1957,10,15.0
1957,10,15.0
1957,10,15.0
1957,10,16.7
1957,10,17.2
1957,10,16.1
1957,10,15.6
1957,10,15.6
1957,10,16.1
1957,10,16.1
1957,10,17.8
1957,10,16.7
1957,10,17.2
1957,10,16.7
1957,10,16.7
1957,10,20.0
1957,10,22.8
1957,10,19.4
1957,10,20.0
1957,10,18.9
1957,10,20.6
1957,10,21.1
1957,10,20.6
1957,10,20.0
1957,10,20.0
1957,10,21.7
1957,10,21.7
1957,11,19.4
1957,11,19.4
1957,11,23.3
1957,11,23.9
1957,11,22.2
1957,11,22.8
1957,11,22.8
1957,11,22.8
1957,11,21.7
1957,11,22.8
1957,11,18.9
1957,11,18.3
1957,11,17.8
1957,11,18.3
1957,11,20.0
1957,11,20.0
1957,11,20.0
1957,11,18.3
1957,11,19.4
1957,11,21.7
1957,11,20.6
1957,11,21.7
1957,11,21.1
1957,11,19.4
1957,11,20.0
1957,11,21.1
1957,11,22.8
1957,11,23.3
1957,11,21.1
1957,11,20.6
1957,12,20.6
1957,12,19.4
1957,12,20.0
1957,12,20.6
1957,12,20.0
1957,12,20.6
1957,12,22.2
1957,12,20.0
1957,12,
1957,12,20.6
1957,12,20.6
1957,12,21.7
1957,12,23.3
1957,12,22.2
1957,12,22.2
1957,12,20.6
1957,12,21.7
1957,12,20.6
1957,12,21.7
1957,12,21.1
1957,12,21.1
1957,12,22.2
1957,12,23.9
1957,12,22.8
1957,12,21.1
1957,12,20.0
1957,12,20.0
1957,12,20.0
1957,12,21.1
1957,12,21.7
1957,12,22.2
1958,1,21.7
1958,1,25.0
1958,1,22.2
1958,1,23.9
1958,1,22.8
1958,1,21.1
1958,1,22.8
1958,1,22.8
1958,1,22.2
1958,1,23.3
1958,1,21.1
1958,1,22.8
1958,1,22.2
1958,1,22.2
1958,1,19.4
1958,1,18.9
1958,1,21.7
1958,1,23.3
1958,1,21.7
1958,1,22.2
1958,1,22.2
1958,1,23.3
1958,1,25.6
1958,1,23.9
1958,1,24.4
1958,1,23.9
1958,1,23.9
1958,1,22.8
1958,1,23.9
1958,1,23.3
1958,1,23.3
1958,2,23.9
1958,2,23.9
1958,2,22.8
1958,2,22.8
1958,2,23.9
1958,2,23.9
1958,2,23.3
1958,2,22.8
1958,2,23.3
1958,2,23.9
1958,2,24.4
1958,2,22.8
1958,2,23.3
1958,2,23.9
1958,2,24.4
1958,2,23.9
1958,2,24.4
1958,2,24.4
1958,2,23.9
1958,2,23.3
1958,2,24.4
1958,2,24.4
1958,2,24.4
1958,2,25.0
1958,2,23.3
1958,2,22.2
1958,2,22.8
1958,2,22.2
1958,3,22.2
1958,3,21.7
1958,3,21.1
1958,3,20.6
1958,3,20.6
1958,3,21.1
1958,3,25.0
1958,3,22.8
1958,3,22.8
1958,3,25.0
1958,3,22.8
1958,3,22.8
1958,3,23.9
1958,3,23.3
1958,3,23.3
1958,3,23.9
1958,3,21.1
1958,3,21.1
1958,3,21.7
1958,3,21.7
1958,3,22.8
1958,3,22.8
1958,3,22.2
1958,3,23.3
1958,3,24.4
1958,3,23.3
1958,3,23.9
1958,3,23.3
1958,3,22.8
1958,3,23.3
1958,3,23.9
1958,4,24.4
1958,4,23.9
1958,4,24.4
1958,4,23.9
1958,4,22.2
1958,4,23.3
1958,4,21.7
1958,4,21.1
1958,4,21.7
1958,4,21.1
1958,4,22.2
1958,4,22.2
1958,4,22.2
1958,4,22.8
1958,4,22.2
1958,4,21.1
1958,4,23.3
1958,4,21.7
1958,4,21.7
1958,4,20.0
1958,4,22.2
1958,4,22.2
1958,4,22.2
1958,4,20.6
1958,4,19.4
1958,4,19.4
1958,4,21.1
1958,4,21.7
1958,4,22.2
1958,4,22.2
1958,5,21.1
1958,5,21.1
1958,5,21.7
1958,5,20.0
1958,5,17.2
1958,5,16.1
1958,5,17.2
1958,5,20.6
1958,5,21.1
1958,5,22.8
1958,5,21.7
1958,5,18.9
1958,5,21.7
1958,5,20.0
1958,5,18.9
1958,5,18.3
1958,5,18.3
1958,5,18.9
1958,5,20.0
1958,5,20.0
1958,5,21.7
1958,5,18.3
1958,5,20.6
1958,5,20.0
1958,5,18.9
1958,5,18.3
1958,5,18.3
1958,5,21.7
1958,5,21.7
1958,5,21.7
1958,5,21.1
1958,6,21.1
1958,6,20.0
1958,6,19.4
1958,6,19.4
1958,6,17.2
1958,6,17.8
1958,6,18.3
1958,6,17.8
1958,6,15.6
1958,6,19.4
1958,6,17.8
1958,6,15.0
1958,6,14.4
1958,6,15.0
1958,6,18.9
1958,6,18.3
1958,6,14.4
1958,6,17.2
1958,6,16.7
1958,6,16.1
1958,6,16.7
1958,6,17.2
1958,6,20.0
1958,6,21.1
1958,6,21.1
1958,6,18.9
1958,6,18.9
1958,6,20.0
1958,6,17.8
1958,6,15.6
1958,7,10.6
1958,7,7.2
1958,7,9.4
1958,7,11.1
1958,7,12.8
1958,7,13.9
1958,7,15.0
1958,7,13.9
1958,7,17.2
1958,7,15.6
1958,7,16.1
1958,7,18.9
1958,7,16.1
1958,7,15.6
1958,7,15.0
1958,7,17.2
1958,7,15.6
1958,7,15.0
1958,7,17.2
1958,7,16.7
1958,7,18.3
1958,7,17.2
1958,7,15.0
1958,7,13.9
1958,7,17.8
1958,7,15.0
1958,7,16.1
1958,7,16.1
1958,7,20.0
1958,7,14.4
1958,7,13.3
1958,8,11.1
1958,8,15.6
1958,8,15.6
1958,8,16.1
1958,8,17.2
1958,8,16.7
1958,8,15.6
1958,8,17.2
1958,8,17.8
1958,8,18.3
1958,8,19.4
1958,8,19.4
1958,8,21.1
1958,8,19.4
1958,8,19.4
1958,8,17.8
1958,8,17.8
1958,8,16.1
1958,8,15.0
1958,8,13.9
1958,8,16.7
1958,8,15.0
1958,8,16.1
1958,8,16.1
1958,8,18.3
1958,8,18.3
1958,8,15.6
1958,8,13.9
1958,8,15.0
1958,8,13.3
1958,8,14.4
1958,9,17.2
1958,9,18.3
1958,9,18.3
1958,9,18.9
1958,9,13.3
1958,9,10.6
1958,9,12.2
1958,9,14.4
1958,9,17.2
1958,9,16.7
1958,9,16.7
1958,9,18.9
1958,9,13.9
1958,9,12.8
1958,9,17.2
1958,9,17.2
1958,9,16.7
1958,9,16.1
1958,9,16.7
1958,9,19.4
1958,9,18.3
1958,9,13.9
1958,9,15.6
1958,9,15.0
1958,9,18.9
1958,9,16.7
1958,9,16.7
1958,9,16.1
1958,9,17.8
1958,9,19.4
1958,10,22.2
1958,10,18.9
1958,10,17.8
1958,10,16.7
1958,10,17.2
1958,10,18.9
1958,10,19.4
1958,10,20.6
1958,10,20.0
1958,10,21.1
1958,10,21.1
1958,10,20.0
1958,10,21.1
1958,10,20.6
1958,10,21.1
1958,10,19.4
1958,10,20.0
1958,10,16.1
1958,10,17.8
1958,10,17.2
1958,10,16.7
1958,10,16.1
1958,10,16.7
1958,10,16.7
1958,10,15.6
1958,10,15.0
1958,10,18.3
1958,10,18.9
1958,10,18.3
1958,10,18.3
1958,10,18.9
1958,11,16.1
1958,11,16.1
1958,11,21.7
1958,11,20.6
1958,11,20.6
1958,11,19.4
1958,11,20.0
1958,11,20.6
1958,11,20.6
1958,11,20.0
1958,11,18.9
1958,11,19.4
1958,11,20.6
1958,11,20.0
1958,11,19.4
1958,11,19.4
1958,11,21.1
1958,11,21.1
1958,11,20.6
1958,11,21.1
1958,11,21.7
1958,11,21.1
1958,11,21.7
1958,11,20.6
1958,11,20.6
1958,11,22.2
1958,11,21.1
1958,11,20.0
1958,11,20.0
1958,11,19.4
1958,12,20.6
1958,12,21.1
1958,12,20.6
1958,12,20.6
1958,12,21.7
1958,12,20.6
1958,12,21.1
1958,12,20.6
1958,12,21.1
1958,12,19.4
1958,12,18.9
1958,12,22.2
1958,12,23.3
1958,12,23.3
1958,12,24.4
1958,12,22.8
1958,12,22.2
1958,12,22.8
1958,12,22.8
1958,12,23.3
1958,12,22.2
1958,12,23.3
1958,12,21.1
1958,12,23.3
1958,12,21.1
1958,12,22.2
1958,12,23.9
1958,12,22.2
1958,12,22.8
1958,12,23.9
1958,12,23.9
1959,1,23.3
1959,1,23.9
1959,1,22.8
1959,1,22.2
1959,1,25.0
1959,1,26.1
1959,1,23.9
1959,1,25.0
1959,1,24.4
1959,1,23.9
1959,1,23.9
1959,1,24.4
1959,1,24.4
1959,1,23.9
1959,1,23.9
1959,1,23.9
1959,1,23.3
1959,1,23.3
1959,1,22.8
1959,1,22.8
1959,1,21.1
1959,1,21.7
1959,1,24.4
1959,1,25.0
1959,1,22.8
1959,1,22.8
1959,1,22.8
1959,1,24.4
1959,1,23.9
1959,1,23.3
1959,1,23.9
1959,2,22.8
1959,2,22.8
1959,2,21.7
1959,2,22.8
1959,2,21.1
1959,2,21.7
1959,2,20.6
1959,2,21.7
1959,2,21.7
1959,2,21.1
1959,2,22.2
1959,2,22.8
1959,2,23.3
1959,2,22.8
1959,2,23.9
1959,2,24.4
1959,2,24.4
1959,2,22.2
1959,2,22.8
1959,2,23.9
1959,2,22.8
1959,2,22.8
1959,2,21.7
1959,2,21.7
1959,2,22.2
1959,2,22.2
1959,2,22.2
1959,2,21.7
1959,3,21.1
1959,3,22.8
1959,3,23.3
1959,3,23.9
1959,3,23.3
1959,3,22.2
1959,3,22.2
1959,3,21.1
1959,3,21.7
1959,3,21.7
1959,3,20.6
1959,3,23.3
1959,3,22.2
1959,3,22.8
1959,3,22.2
1959,3,22.8
1959,3,21.7
1959,3,22.2
1959,3,23.9
1959,3,22.2
1959,3,22.8
1959,3,22.8
1959,3,22.2
1959,3,21.7
1959,3,21.1
1959,3,21.7
1959,3,22.2
1959,3,22.2
1959,3,22.8
1959,3,22.8
1959,3,23.3
1959,4,22.8
1959,4,22.2
1959,4,22.8
1959,4,21.7
1959,4,20.6
1959,4,20.6
1959,4,20.6
1959,4,19.4
1959,4,18.9
1959,4,21.1
1959,4,20.6
1959,4,18.3
1959,4,19.4
1959,4,20.0
1959,4,20.6
1959,4,17.8
1959,4,20.0
1959,4,22.8
1959,4,22.8
1959,4,19.4
1959,4,21.7
1959,4,19.4
1959,4,20.0
1959,4,20.0
1959,4,19.4
1959,4,19.4
1959,4,18.9
1959,4,19.4
1959,4,20.0
1959,4,21.1
1959,5,20.6
1959,5,21.1
1959,5,21.1
1959,5,21.1
1959,5,20.6
1959,5,20.0
1959,5,20.0
1959,5,20.0
1959,5,20.0
1959,5,18.9
1959,5,18.3
1959,5,19.4
1959,5,19.4
1959,5,18.3
1959,5,18.3
1959,5,18.3
1959,5,18.9
1959,5,19.4
1959,5,19.4
1959,5,20.0
1959,5,18.9
1959,5,21.1
1959,5,21.1
1959,5,20.0
1959,5,17.2
1959,5,15.6
1959,5,18.3
1959,5,18.3
1959,5,18.3
1959,5,18.3
1959,5,18.9
1959,6,18.9
1959,6,15.0
1959,6,18.3
1959,6,18.3
1959,6,17.2
1959,6,20.6
1959,6,16.7
1959,6,15.0
1959,6,16.1
1959,6,17.2
1959,6,18.3
1959,6,17.2
1959,6,17.2
1959,6,14.4
1959,6,14.4
1959,6,17.2
1959,6,18.3
1959,6,19.4
1959,6,19.4
1959,6,19.4
1959,6,17.8
1959,6,19.4
1959,6,20.6
1959,6,21.1
1959,6,19.4
1959,6,17.2
1959,6,17.8
1959,6,12.8
1959,6,10.0
1959,6,10.0
1959,7,12.8
1959,7,17.8
1959,7,17.8
1959,7,17.8
1959,7,18.3
1959,7,18.9
1959,7,18.3
1959,7,17.2
1959,7,15.6
1959,7,16.1
1959,7,17.2
1959,7,17.2
1959,7,16.7
1959,7,15.6
1959,7,16.7
1959,7,16.7
1959,7,13.3
1959,7,17.2
1959,7,17.2
1959,7,17.2
1959,7,13.3
1959,7,10.0
1959,7,13.9
1959,7,10.6
1959,7,8.3
1959,7,7.2
1959,7,7.8
1959,7,9.4
1959,7,9.4
1959,7,12.2
1959,7,12.8
1959,8,12.8
1959,8,12.8
1959,8,13.9
1959,8,15.0
1959,8,11.1
1959,8,10.6
1959,8,11.1
1959,8,10.6
1959,8,11.1
1959,8,11.7
1959,8,9.4
1959,8,11.1
1959,8,13.3
1959,8,11.7
1959,8,17.2
1959,8,17.8
1959,8,16.7
1959,8,15.6
1959,8,10.0
1959,8,13.9
1959,8,13.3
1959,8,13.3
1959,8,15.0
1959,8,18.3
1959,8,17.8
1959,8,17.2
1959,8,18.3
1959,8,18.9
1959,8,17.2
1959,8,18.3
1959,8,18.9
1959,9,18.3
1959,9,20.0
1959,9,18.9
1959,9,18.9
1959,9,18.3
1959,9,18.9
1959,9,18.3
1959,9,18.9
1959,9,18.9
1959,9,18.3
1959,9,18.3
1959,9,17.2
1959,9,16.7
1959,9,17.8
1959,9,17.2
1959,9,17.2
1959,9,17.2
1959,9,15.6
1959,9,17.2
1959,9,16.1
1959,9,14.4
1959,9,11.7
1959,9,14.4
1959,9,14.4
1959,9,15.0
1959,9,16.7
1959,9,18.3
1959,9,13.9
1959,9,14.4
1959,9,14.4
1959,10,16.7
1959,10,15.6
1959,10,16.7
1959,10,17.2
1959,10,18.3
1959,10,16.1
1959,10,15.0
1959,10,18.3
1959,10,16.7
1959,10,17.8
1959,10,18.3
1959,10,17.2
1959,10,16.7
1959,10,15.0
1959,10,17.8
1959,10,18.3
1959,10,17.8
1959,10,18.3
1959,10,22.2
1959,10,20.0
1959,10,18.3
1959,10,20.6
1959,10,13.9
1959,10,16.7
1959,10,17.8
1959,10,18.3
1959,10,17.2
1959,10,20.6
1959,10,20.0
1959,10,19.4
1959,10,21.1
1959,11,20.0
1959,11,22.2
1959,11,22.2
1959,11,20.6
1959,11,20.0
1959,11,20.0
1959,11,20.0
1959,11,21.7
1959,11,18.9
1959,11,19.4
1959,11,22.8
1959,11,22.8
1959,11,22.8
1959,11,22.8
1959,11,22.2
1959,11,21.7
1959,11,21.7
1959,11,22.2
1959,11,21.1
1959,11,21.1
1959,11,21.1
1959,11,20.0
1959,11,21.1
1959,11,18.9
1959,11,18.3
1959,11,20.0
1959,11,20.0
1959,11,20.0
1959,11,21.1
1959,11,20.0
1959,12,22.2
1959,12,22.2
1959,12,22.8
1959,12,25.6
1959,12,25.6
1959,12,23.9
1959,12,23.9
1959,12,24.4
1959,12,23.9
1959,12,24.4
1959,12,23.9
1959,12,23.9
1959,12,22.8
1959,12,22.8
1959,12,22.8
1959,12,24.4
1959,12,25.0
1959,12,22.2
1959,12,22.8
1959,12,24.4
1959,12,23.9
1959,12,24.4
1959,12,25.0
1959,12,22.8
1959,12,22.8
1959,12,21.7
1959,12,25.0
1959,12,24.4
1959,12,24.4
1959,12,22.8
1959,12,22.8
1960,1,22.8
1960,1,24.4
1960,1,23.9
1960,1,21.7
1960,1,19.4
1960,1,18.9
1960,1,22.2
1960,1,22.8
1960,1,22.8
1960,1,22.8
1960,1,21.7
1960,1,21.7
1960,1,21.1
1960,1,21.7
1960,1,22.2
1960,1,22.8
1960,1,21.7
1960,1,21.7
1960,1,23.9
1960,1,21.1
1960,1,23.9
1960,1,24.4
1960,1,24.4
1960,1,24.4
1960,1,25.0
1960,1,22.8
1960,1,24.4
1960,1,23.9
1960,1,24.4
1960,1,23.9
1960,1,23.9
1960,2,23.3
1960,2,23.3
1960,2,21.7
1960,2,22.8
1960,2,25.0
1960,2,23.3
1960,2,23.3
1960,2,22.8
1960,2,22.8
1960,2,22.8
1960,2,22.8
1960,2,22.8
1960,2,22.2
1960,2,21.7
1960,2,21.7
1960,2,21.1
1960,2,24.4
1960,2,24.4
1960,2,21.7
1960,2,21.7
1960,2,23.9
1960,2,23.3
1960,2,23.9
1960,2,23.3
1960,2,23.3
1960,2,22.8
1960,2,22.8
1960,2,21.7
1960,2,22.2
1960,3,21.7
1960,3,21.1
1960,3,21.7
1960,3,20.6
1960,3,21.1
1960,3,21.1
1960,3,22.8
1960,3,23.3
1960,3,21.7
1960,3,24.4
1960,3,23.9
1960,3,22.2
1960,3,22.8
1960,3,21.1
1960,3,21.7
1960,3,21.7
1960,3,21.7
1960,3,23.3
1960,3,21.7
1960,3,22.2
1960,3,20.6
1960,3,21.1
1960,3,19.4
1960,3,20.0
1960,3,21.1
1960,3,20.0
1960,3,21.1
1960,3,21.7
1960,3,20.0
1960,3,19.4
1960,3,20.6
1960,4,21.1
1960,4,21.1
1960,4,20.6
1960,4,18.3
1960,4,18.9
1960,4,20.0
1960,4,21.7
1960,4,22.2
1960,4,19.4
1960,4,20.0
1960,4,19.4
1960,4,19.4
1960,4,19.4
1960,4,19.4
1960,4,20.6
1960,4,19.4
1960,4,21.7
1960,4,20.0
1960,4,19.4
1960,4,19.4
1960,4,21.7
1960,4,22.2
1960,4,21.1
1960,4,20.0
1960,4,21.7
1960,4,21.1
1960,4,17.8
1960,4,18.3
1960,4,18.9
1960,4,21.1
1960,5,17.8
1960,5,18.3
1960,5,19.4
1960,5,20.6
1960,5,20.0
1960,5,21.1
1960,5,20.6
1960,5,18.3
1960,5,18.3
1960,5,19.4
1960,5,19.4
1960,5,17.8
1960,5,21.7
1960,5,20.0
1960,5,16.1
1960,5,18.3
1960,5,14.4
1960,5,10.6
1960,5,10.0
1960,5,10.0
1960,5,10.0
1960,5,12.2
1960,5,15.6
1960,5,18.3
1960,5,17.8
1960,5,14.4
1960,5,13.3
1960,5,13.9
1960,5,14.4
1960,5,15.0
1960,5,15.6
1960,6,10.0
1960,6,17.8
1960,6,17.8
1960,6,16.1
1960,6,15.6
1960,6,17.2
1960,6,18.3
1960,6,16.7
1960,6,15.6
1960,6,15.0
1960,6,15.6
1960,6,15.6
1960,6,15.6
1960,6,16.1
1960,6,16.7
1960,6,17.8
1960,6,16.7
1960,6,17.2
1960,6,15.6
1960,6,17.2
1960,6,18.3
1960,6,18.3
1960,6,18.9
1960,6,18.9
1960,6,18.3
1960,6,14.4
1960,6,8.3
1960,6,8.9
1960,6,17.2
1960,6,16.7
1960,7,17.8
1960,7,18.3
1960,7,17.2
1960,7,18.3
1960,7,16.7
1960,7,13.3
1960,7,17.2
1960,7,17.8
1960,7,18.3
1960,7,18.3
1960,7,17.8
1960,7,14.4
1960,7,9.4
1960,7,7.8
1960,7,7.8
1960,7,9.4
1960,7,10.0
1960,7,8.9
1960,7,
1960,7,8.3
1960,7,9.4
1960,7,14.4
1960,7,15.6
1960,7,12.2
1960,7,13.3
1960,7,16.1
1960,7,17.8
1960,7,17.2
1960,7,17.8
1960,7,16.7
1960,7,17.2
1960,8,17.2
1960,8,15.6
1960,8,18.3
1960,8,15.6
1960,8,17.2
1960,8,15.6
1960,8,13.3
1960,8,9.4
1960,8,12.8
1960,8,14.4
1960,8,15.0
1960,8,14.4
1960,8,17.8
1960,8,11.1
1960,8,10.6
1960,8,10.6
1960,8,11.1
1960,8,12.8
1960,8,18.3
1960,8,14.4
1960,8,15.0
1960,8,16.1
1960,8,17.8
1960,8,15.0
1960,8,18.3
1960,8,18.9
1960,8,18.3
1960,8,17.2
1960,8,14.4
1960,8,13.3
1960,8,13.9
1960,9,14.4
1960,9,15.0
1960,9,15.0
1960,9,12.2
1960,9,12.8
1960,9,16.1
1960,9,19.4
1960,9,18.3
1960,9,18.9
1960,9,12.8
1960,9,13.3
1960,9,17.8
1960,9,15.0
1960,9,15.6
1960,9,16.7
1960,9,13.9
1960,9,15.0
1960,9,16.7
1960,9,20.6
1960,9,12.2
1960,9,18.3
1960,9,16.7
1960,9,16.7
1960,9,17.8
1960,9,18.9
1960,9,20.6
1960,9,18.9
1960,9,17.8
1960,9,16.1
1960,9,15.6
1960,10,16.1
1960,10,16.1
1960,10,17.2
1960,10,17.2
1960,10,17.8
1960,10,17.8
1960,10,17.8
1960,10,20.0
1960,10,17.8
1960,10,18.3
1960,10,18.3
1960,10,17.8
1960,10,17.8
1960,10,18.3
1960,10,20.0
1960,10,20.0
1960,10,18.3
1960,10,16.7
1960,10,18.9
1960,10,20.6
1960,10,21.1
1960,10,22.2
1960,10,20.6
1960,10,20.0
1960,10,21.1
1960,10,18.9
1960,10,18.9
1960,10,20.6
1960,10,18.9
1960,10,20.6
1960,10,18.9
1960,11,17.2
1960,11,18.9
1960,11,20.0
1960,11,20.6
1960,11,17.2
1960,11,21.1
1960,11,20.0
1960,11,19.4
1960,11,19.4
1960,11,17.2
1960,11,17.2
1960,11,18.9
1960,11,18.3
1960,11,22.8
1960,11,22.2
1960,11,22.8
1960,11,22.8
1960,11,21.7
1960,11,23.3
1960,11,22.8
1960,11,21.7
1960,11,22.2
1960,11,23.3
1960,11,22.8
1960,11,21.7
1960,11,21.1
1960,11,21.1
1960,11,19.4
1960,11,19.4
1960,11,20.0
1960,12,18.3
1960,12,21.7
1960,12,18.9
1960,12,18.9
1960,12,21.1
1960,12,22.8
1960,12,20.0
1960,12,22.2
1960,12,18.9
1960,12,18.9
1960,12,18.9
1960,12,17.8
1960,12,17.8
1960,12,18.9
1960,12,19.4
1960,12,21.7
1960,12,20.6
1960,12,22.8
1960,12,22.8
1960,12,21.7
1960,12,21.1
1960,12,21.1
1960,12,20.6
1960,12,21.1
1960,12,22.2
1960,12,22.2
1960,12,24.4
1960,12,21.7
1960,12,20.0
1960,12,22.8
1960,12,21.1
1961,1,21.7
1961,1,21.7
1961,1,21.7
1961,1,21.7
1961,1,22.2
1961,1,21.7
1961,1,23.3
1961,1,21.7
1961,1,20.0
1961,1,20.0
1961,1,20.0
1961,1,19.4
1961,1,20.6
1961,1,18.3
1961,1,17.2
1961,1,19.4
1961,1,20.6
1961,1,21.1
1961,1,20.0
1961,1,19.4
1961,1,20.0
1961,1,20.0
1961,1,18.3
1961,1,18.3
1961,1,19.4
1961,1,19.4
1961,1,20.6
1961,1,21.1
1961,1,22.2
1961,1,21.7
1961,1,22.2
1961,2,23.3
1961,2,21.7
1961,2,22.2
1961,2,21.7
1961,2,22.2
1961,2,22.8
1961,2,21.1
1961,2,20.0
1961,2,20.0
1961,2,21.7
1961,2,21.7
1961,2,21.1
1961,2,22.2
1961,2,22.2
1961,2,22.2
1961,2,22.2
1961,2,22.2
1961,2,23.3
1961,2,23.9
1961,2,23.9
1961,2,24.4
1961,2,23.9
1961,2,24.4
1961,2,24.4
1961,2,24.4
1961,2,24.4
1961,2,23.9
1961,2,22.2
1961,3,22.8
1961,3,22.8
1961,3,21.7
1961,3,21.1
1961,3,20.6
1961,3,18.3
1961,3,20.6
1961,3,20.0
1961,3,20.0
1961,3,20.6
1961,3,21.1
1961,3,22.2
1961,3,21.1
1961,3,20.6
1961,3,21.1
1961,3,19.4
1961,3,20.0
1961,3,20.0
1961,3,20.6
1961,3,20.0
1961,3,17.2
1961,3,17.2
1961,3,18.9
1961,3,18.9
1961,3,18.3
1961,3,18.3
1961,3,18.3
1961,3,21.1
1961,3,21.1
1961,3,21.7
1961,3,21.7
1961,4,20.0
1961,4,18.9
1961,4,19.4
