Year,Month,Rainfall amount (millimetres),Maximum temperature (Degree C),Minimum temperature (Degree C)
1984,1,9.42892693938226,29.5,23.4
1984,1,9.42892693938226,29.2,24.2
1984,1,9.42892693938226,29.9,23.2
1984,1,9.42892693938226,30.7,24.2
1984,1,9.42892693938226,31.3,24.7
1984,1,9.42892693938226,31.7,24.7
1984,1,9.42892693938226,31.9,24.7
1984,2,9.42892693938226,31.1,23.6
1984,2,9.42892693938226,27.7,23.4
1984,2,9.42892693938226,28.2,23.0
1984,2,9.42892693938226,28.4,23.2
1984,2,9.42892693938226,28.4,23.4
1984,2,9.42892693938226,28.0,22.7
1984,2,9.42892693938226,24.8,22.6
1984,2,9.42892693938226,26.6,22.9
1984,2,9.42892693938226,27.2,22.6
1984,2,9.42892693938226,28.4,22.7
1984,2,9.42892693938226,28.6,21.6
1984,2,9.42892693938226,26.9,22.6
1984,2,9.42892693938226,25.3,21.8
1984,2,9.42892693938226,25.9,22.1
1984,2,9.42892693938226,28.4,22.3
1984,2,9.42892693938226,29.8,22.7
1984,2,9.42892693938226,26.0,22.9
1984,2,9.42892693938226,29.1,22.6
1984,2,9.42892693938226,27.4,23.7
1984,2,9.42892693938226,25.7,23.7
1984,2,9.42892693938226,26.1,23.4
1984,2,9.42892693938226,29.3,23.6
1984,2,9.42892693938226,30.4,23.3
1984,2,9.42892693938226,29.6,21.3
1984,2,9.42892693938226,30.3,22.2
1984,2,9.42892693938226,28.2,19.983019113814073
1984,2,9.42892693938226,25.5,21.6
1984,2,9.42892693938226,28.2,21.6
1984,2,9.42892693938226,30.4,21.9
1984,3,9.42892693938226,30.2,22.9
1984,3,9.42892693938226,29.7,23.1
1984,3,9.42892693938226,30.0,23.2
1984,3,9.42892693938226,28.1,22.4
1984,3,9.42892693938226,29.8,23.8
1984,3,9.42892693938226,29.1,23.2
1984,3,9.42892693938226,28.9,22.8
1984,3,9.42892693938226,29.7,22.4
1984,3,9.42892693938226,29.1,22.1
1984,3,9.42892693938226,28.4,21.2
1984,3,9.42892693938226,29.6,21.5
1984,3,9.42892693938226,29.9,22.1
1984,3,9.42892693938226,29.7,21.8
1984,3,9.42892693938226,30.3,21.4
1984,3,9.42892693938226,30.4,21.7
1984,3,9.42892693938226,30.4,21.4
1984,3,9.42892693938226,29.9,21.9
1984,3,9.42892693938226,30.4,22.7
1984,3,9.42892693938226,30.0,22.6
1984,3,9.42892693938226,30.6,22.2
1984,3,9.42892693938226,29.4,20.3
1984,3,9.42892693938226,29.7,20.4
1984,3,9.42892693938226,29.9,21.5
1984,3,9.42892693938226,30.1,21.3
1984,3,9.42892693938226,30.3,22.4
1984,3,9.42892693938226,29.7,23.0
1984,3,9.42892693938226,30.2,23.2
1984,3,9.42892693938226,30.6,23.4
1984,3,9.42892693938226,25.4,22.9
1984,3,9.42892693938226,29.7,22.9
1984,3,9.42892693938226,30.2,22.7
1984,4,9.42892693938226,29.2,22.8
1984,4,9.42892693938226,29.0,21.6
1984,4,9.42892693938226,24.8,21.3
1984,4,9.42892693938226,29.4,21.0
1984,4,9.42892693938226,27.8,20.7
1984,4,9.42892693938226,27.8,21.4
1984,4,9.42892693938226,28.6,21.0
1984,4,9.42892693938226,30.0,20.4
1984,4,9.42892693938226,27.4,19.5
1984,4,9.42892693938226,27.7,19.0
1984,4,9.42892693938226,28.3,19.9
1984,4,9.42892693938226,28.4,20.0
1984,4,9.42892693938226,28.0,21.1
1984,4,9.42892693938226,28.2,20.4
1984,4,9.42892693938226,28.6,20.1
1984,4,9.42892693938226,26.7,20.0
1984,4,9.42892693938226,28.2,22.1
1984,4,9.42892693938226,27.6,21.4
1984,4,9.42892693938226,28.1,21.1
1984,4,9.42892693938226,28.4,20.4
1984,4,9.42892693938226,28.9,19.9
1984,4,9.42892693938226,28.8,19.5
1984,4,9.42892693938226,28.6,19.7
1984,4,9.42892693938226,27.1,19.7
1984,4,9.42892693938226,28.3,18.8
1984,4,9.42892693938226,28.2,18.4
1984,4,9.42892693938226,27.7,21.1
1984,4,9.42892693938226,26.9,22.5
1984,4,9.42892693938226,27.0,22.6
1984,4,9.42892693938226,26.1,20.3
1984,5,9.42892693938226,24.7,21.1
1984,5,9.42892693938226,26.4,20.8
1984,5,9.42892693938226,25.8,19.1
1984,5,9.42892693938226,26.5,21.8
1984,5,9.42892693938226,26.1,21.6
1984,5,9.42892693938226,27.0,21.1
1984,5,9.42892693938226,27.1,18.6
1984,5,9.42892693938226,26.7,19.6
1984,5,9.42892693938226,24.5,20.5
1984,5,9.42892693938226,26.5,17.2
1984,5,9.42892693938226,27.5,18.6
1984,5,9.42892693938226,27.7,20.0
1984,5,9.42892693938226,27.4,20.4
1984,5,9.42892693938226,28.0,19.4
1984,5,9.42892693938226,27.2,19.4
1984,5,9.42892693938226,27.1,19.1
1984,5,9.42892693938226,27.0,19.3
1984,5,9.42892693938226,27.8,18.6
1984,5,9.42892693938226,27.3,17.4
1984,5,9.42892693938226,26.7,18.4
1984,5,9.42892693938226,26.9,18.0
1984,5,9.42892693938226,25.6,17.6
1984,5,9.42892693938226,25.8,17.1
1984,5,9.42892693938226,25.7,16.7
1984,5,9.42892693938226,25.7,17.0
1984,5,9.42892693938226,25.9,17.4
1984,5,9.42892693938226,24.6,18.0
1984,5,9.42892693938226,23.4,19.4
1984,5,9.42892693938226,24.7,19.5
1984,5,9.42892693938226,22.8,19.0
1984,5,9.42892693938226,24.6,18.1
1984,6,9.42892693938226,24.6,18.1
1984,6,9.42892693938226,25.4,17.7
1984,6,9.42892693938226,22.7,15.2
1984,6,9.42892693938226,24.9,15.7
1984,6,9.42892693938226,24.6,19.0
1984,6,9.42892693938226,24.6,18.6
1984,6,9.42892693938226,25.0,20.0
1984,6,9.42892693938226,25.2,20.2
1984,6,9.42892693938226,22.8,19.5
1984,6,9.42892693938226,23.8,19.3
1984,6,9.42892693938226,24.7,19.7
1984,6,9.42892693938226,24.3,19.6
1984,6,9.42892693938226,25.0,20.4
1984,6,9.42892693938226,22.6,20.3
1984,6,9.42892693938226,21.9,19.3
1984,6,9.42892693938226,22.0,19.5
1984,6,9.42892693938226,23.3,18.6
1984,6,9.42892693938226,25.2,18.1
1984,6,9.42892693938226,24.1,15.1
1984,6,9.42892693938226,24.1,13.0
1984,6,9.42892693938226,24.1,12.8
1984,6,9.42892693938226,24.1,9.6
1984,6,9.42892693938226,25.7,13.0
1984,6,9.42892693938226,25.0,17.4
1984,6,9.42892693938226,24.3,17.1
1984,6,9.42892693938226,24.2,16.1
1984,6,9.42892693938226,24.3,17.1
1984,6,9.42892693938226,24.5,16.9
1984,6,9.42892693938226,23.2,16.6
1984,6,9.42892693938226,21.4,11.7
1984,7,9.42892693938226,21.2,8.6
1984,7,9.42892693938226,21.6,7.8
1984,7,9.42892693938226,22.0,7.7
1984,7,9.42892693938226,19.2,7.5
1984,7,9.42892693938226,19.6,6.5
1984,7,9.42892693938226,22.0,6.2
1984,7,9.42892693938226,23.4,8.4
1984,7,9.42892693938226,24.1,7.1
1984,7,9.42892693938226,23.5,13.5
1984,7,9.42892693938226,26.2,17.2
1984,7,9.42892693938226,26.1,16.7
1984,7,9.42892693938226,23.9,18.4
1984,7,9.42892693938226,24.3,19.4
1984,7,9.42892693938226,24.1,20.1
1984,7,9.42892693938226,23.1,20.0
1984,7,9.42892693938226,25.1,20.3
1984,7,9.42892693938226,23.5,19.4
1984,7,9.42892693938226,24.5,18.4
1984,7,9.42892693938226,23.5,17.4
1984,7,9.42892693938226,24.4,18.2
1984,7,9.42892693938226,24.7,15.5
1984,7,9.42892693938226,25.3,15.4
1984,7,9.42892693938226,25.4,19.2
1984,7,9.42892693938226,23.6,19.2
1984,7,9.42892693938226,21.8,19.5
1984,7,9.42892693938226,21.5,18.6
1984,7,9.42892693938226,20.8,15.4
1984,7,9.42892693938226,22.0,14.4
1984,7,9.42892693938226,23.0,12.8
1984,7,9.42892693938226,24.0,14.5
1984,7,9.42892693938226,24.0,13.4
1984,8,9.42892693938226,23.4,13.5
1984,8,9.42892693938226,23.0,12.4
1984,8,9.42892693938226,24.6,16.0
1984,8,9.42892693938226,23.4,18.4
1984,8,9.42892693938226,24.7,18.4
1984,8,9.42892693938226,25.0,18.5
1984,8,9.42892693938226,24.7,18.0
1984,8,9.42892693938226,26.0,18.1
1984,8,9.42892693938226,25.5,18.5
1984,8,9.42892693938226,25.8,17.4
1984,8,9.42892693938226,25.0,15.3
1984,8,9.42892693938226,24.3,14.1
1984,8,9.42892693938226,23.0,11.4
1984,8,9.42892693938226,23.5,11.6
1984,8,9.42892693938226,23.5,11.4
1984,8,9.42892693938226,23.6,11.1
1984,8,9.42892693938226,25.3,11.7
1984,8,9.42892693938226,26.2,16.4
1984,8,9.42892693938226,26.8,16.6
1984,8,9.42892693938226,27.1,17.0
1984,8,9.42892693938226,25.5,16.4
1984,8,9.42892693938226,26.0,19.0
1984,8,9.42892693938226,26.4,18.8
1984,8,9.42892693938226,25.7,19.1
1984,8,9.42892693938226,27.0,17.5
1984,8,9.42892693938226,24.9,20.0
1984,8,9.42892693938226,26.6,17.0
1984,8,9.42892693938226,25.0,14.7
1984,8,9.42892693938226,25.1,15.6
1984,8,9.42892693938226,25.5,16.7
1984,8,9.42892693938226,24.5,17.2
1984,9,9.42892693938226,24.7,17.4
1984,9,9.42892693938226,26.0,16.9
1984,9,9.42892693938226,25.8,17.4
1984,9,9.42892693938226,26.1,17.4
1984,9,9.42892693938226,26.9,17.7
1984,9,9.42892693938226,26.6,16.4
1984,9,9.42892693938226,26.2,16.0
1984,9,9.42892693938226,27.2,17.0
1984,9,9.42892693938226,27.5,17.0
1984,9,9.42892693938226,27.8,17.4
1984,9,9.42892693938226,27.7,16.8
1984,9,9.42892693938226,27.9,16.6
1984,9,9.42892693938226,28.1,16.6
1984,9,9.42892693938226,28.4,16.6
1984,9,9.42892693938226,27.7,17.6
1984,9,9.42892693938226,27.4,16.7
1984,9,9.42892693938226,27.6,16.5
1984,9,9.42892693938226,29.2,17.2
1984,9,9.42892693938226,28.8,16.4
1984,9,9.42892693938226,29.0,16.3
1984,9,9.42892693938226,28.3,16.4
1984,9,9.42892693938226,28.6,17.1
1984,9,9.42892693938226,28.3,17.2
1984,9,9.42892693938226,28.7,16.6
1984,9,9.42892693938226,28.4,17.4
1984,9,9.42892693938226,28.2,16.5
1984,9,9.42892693938226,28.0,16.0
1984,9,9.42892693938226,27.7,16.5
1984,9,9.42892693938226,28.1,16.9
1984,9,9.42892693938226,27.9,16.8
1984,10,9.42892693938226,27.0,17.6
1984,10,9.42892693938226,28.0,15.8
1984,10,9.42892693938226,27.2,16.5
1984,10,9.42892693938226,27.4,17.5
1984,10,9.42892693938226,27.7,17.3
1984,10,9.42892693938226,28.4,19.2
1984,10,9.42892693938226,26.3,18.7
1984,10,9.42892693938226,27.4,18.5
1984,10,9.42892693938226,24.4,17.0
1984,10,9.42892693938226,27.0,19.4
1984,10,9.42892693938226,27.1,17.6
1984,10,9.42892693938226,27.6,16.4
1984,10,9.42892693938226,28.3,17.5
1984,10,9.42892693938226,28.4,17.2
1984,10,9.42892693938226,28.9,17.0
1984,10,9.42892693938226,28.4,17.6
1984,10,9.42892693938226,28.7,17.6
1984,10,9.42892693938226,29.0,18.7
1984,10,9.42892693938226,28.7,18.6
1984,10,9.42892693938226,29.2,19.3
1984,10,9.42892693938226,23.0,20.6
1984,10,9.42892693938226,27.7,20.1
1984,10,9.42892693938226,27.2,19.7
1984,10,9.42892693938226,26.4,20.0
1984,10,9.42892693938226,26.7,17.0
1984,10,9.42892693938226,27.2,17.2
1984,10,9.42892693938226,28.1,19.0
1984,10,9.42892693938226,28.6,18.8
1984,10,9.42892693938226,28.8,21.2
1984,10,9.42892693938226,29.3,21.2
1984,10,9.42892693938226,29.5,19.8
1984,11,9.42892693938226,29.2,22.1
1984,11,9.42892693938226,28.5,24.4
1984,11,9.42892693938226,29.2,21.3
1984,11,9.42892693938226,29.3,22.1
1984,11,9.42892693938226,29.6,21.7
1984,11,9.42892693938226,30.4,22.7
1984,11,9.42892693938226,29.9,20.2
1984,11,9.42892693938226,29.9,21.4
1984,11,9.42892693938226,28.8,23.2
1984,11,9.42892693938226,29.1,22.6
1984,11,9.42892693938226,28.8,23.3
1984,11,9.42892693938226,29.6,22.6
1984,11,9.42892693938226,30.0,21.0
1984,11,9.42892693938226,30.3,21.8
1984,11,9.42892693938226,29.5,23.5
1984,11,9.42892693938226,28.7,23.9
1984,11,9.42892693938226,28.6,20.8
1984,11,9.42892693938226,27.4,22.2
1984,11,9.42892693938226,27.8,22.5
1984,11,9.42892693938226,28.9,21.8
1984,11,9.42892693938226,28.2,21.0
1984,11,9.42892693938226,28.8,19.1
1984,11,9.42892693938226,27.7,19.0
1984,11,9.42892693938226,28.7,22.6
1984,11,9.42892693938226,28.5,22.1
1984,11,9.42892693938226,28.0,24.3
1984,11,9.42892693938226,27.2,22.0
1984,11,9.42892693938226,28.4,16.2
1984,11,9.42892693938226,28.8,17.5
1984,11,9.42892693938226,29.4,21.5
1984,12,9.42892693938226,28.4,19.8
1984,12,9.42892693938226,28.6,20.1
1984,12,9.42892693938226,29.0,20.4
1984,12,9.42892693938226,29.4,21.9
1984,12,9.42892693938226,30.2,21.9
1984,12,9.42892693938226,30.4,25.0
1984,12,9.42892693938226,29.6,24.6
1984,12,9.42892693938226,32.0,23.9
1984,12,9.42892693938226,31.4,24.6
1984,12,9.42892693938226,28.6,24.2
1984,12,9.42892693938226,28.2,23.0
1984,12,9.42892693938226,31.1,23.0
1984,12,9.42892693938226,31.1,24.3
1984,12,9.42892693938226,31.9,24.4
1984,12,9.42892693938226,33.0,25.0
1984,12,9.42892693938226,33.2,23.7
1984,12,9.42892693938226,31.6,24.4
1984,12,9.42892693938226,31.6,24.4
1984,12,9.42892693938226,30.4,24.3
1984,12,9.42892693938226,32.8,25.4
1984,12,9.42892693938226,30.8,23.7
1984,12,9.42892693938226,32.0,25.3
1984,12,9.42892693938226,29.1,22.9
1984,12,9.42892693938226,30.3,22.9
1984,12,9.42892693938226,27.1,23.7
1984,12,9.42892693938226,30.2,23.4
1984,12,9.42892693938226,32.5,22.5
1984,12,9.42892693938226,32.5,22.3
1984,12,9.42892693938226,32.0,20.3
1984,12,9.42892693938226,40.3,24.8
1984,12,9.42892693938226,35.3,27.1
1985,1,9.42892693938226,35.1,24.8
1985,1,9.42892693938226,33.3,25.3
1985,1,9.42892693938226,31.9,24.2
1985,1,9.42892693938226,31.0,24.7
1985,1,9.42892693938226,31.2,23.2
1985,1,9.42892693938226,31.4,23.3
1985,1,9.42892693938226,32.0,23.4
1985,1,9.42892693938226,32.2,23.5
1985,1,9.42892693938226,31.1,23.4
1985,1,9.42892693938226,31.3,22.2
1985,1,9.42892693938226,31.1,21.6
1985,1,9.42892693938226,31.8,22.3
1985,1,9.42892693938226,31.4,24.0
1985,1,9.42892693938226,31.3,25.6
1985,1,9.42892693938226,28.1,23.8
1985,1,9.42892693938226,26.4,23.4
1985,1,9.42892693938226,31.0,23.4
1985,1,9.42892693938226,31.7,21.4
1985,1,9.42892693938226,30.4,22.1
1985,1,9.42892693938226,30.6,23.7
1985,1,9.42892693938226,30.7,25.2
1985,1,9.42892693938226,30.9,23.2
1985,1,9.42892693938226,31.1,23.1
1985,1,9.42892693938226,30.6,23.4
1985,1,9.42892693938226,30.3,23.5
1985,1,9.42892693938226,30.7,22.9
1985,1,9.42892693938226,29.2,23.7
1985,1,9.42892693938226,27.4,22.0
1985,1,9.42892693938226,29.0,21.3
1985,1,9.42892693938226,30.2,22.2
1985,1,9.42892693938226,27.736907654921023,22.2
1985,2,9.42892693938226,27.736907654921023,21.8
1985,2,9.42892693938226,27.736907654921023,23.7
1985,2,9.42892693938226,27.736907654921023,24.2
1985,2,9.42892693938226,27.736907654921023,23.7
1985,2,9.42892693938226,27.736907654921023,24.3
1985,2,9.42892693938226,27.736907654921023,24.4
1985,2,9.42892693938226,27.736907654921023,23.2
1985,2,9.42892693938226,27.736907654921023,22.6
1985,2,9.42892693938226,27.736907654921023,23.6
1985,2,9.42892693938226,27.736907654921023,23.3
1985,2,9.42892693938226,27.736907654921023,22.7
1985,2,9.42892693938226,27.736907654921023,22.4
1985,2,9.42892693938226,27.736907654921023,22.6
1985,2,9.42892693938226,27.736907654921023,22.1
1985,2,9.42892693938226,27.736907654921023,23.4
1985,2,9.42892693938226,27.736907654921023,24.4
1985,2,9.42892693938226,27.736907654921023,24.4
1985,2,9.42892693938226,27.736907654921023,24.4
1985,2,9.42892693938226,27.736907654921023,24.3
1985,2,9.42892693938226,27.736907654921023,24.2
1985,2,9.42892693938226,27.736907654921023,23.8
1985,2,9.42892693938226,27.736907654921023,23.7
1985,2,9.42892693938226,27.736907654921023,23.3
1985,2,9.42892693938226,27.736907654921023,23.8
1985,2,9.42892693938226,27.736907654921023,24.7
1985,2,9.42892693938226,27.736907654921023,24.4
1985,2,9.42892693938226,27.736907654921023,23.7
1985,2,9.42892693938226,27.736907654921023,23.3
1985,3,9.42892693938226,27.736907654921023,23.5
1985,3,9.42892693938226,27.736907654921023,24.1
1985,3,9.42892693938226,27.736907654921023,23.9
1985,3,9.42892693938226,27.736907654921023,23.4
1985,3,9.42892693938226,27.736907654921023,24.1
1985,3,9.42892693938226,32.4,23.9
1985,3,9.42892693938226,29.6,23.9
1985,3,9.42892693938226,27.736907654921023,23.5
1985,3,9.42892693938226,27.736907654921023,19.983019113814073
1985,3,9.42892693938226,30.6,19.983019113814073
1985,3,9.42892693938226,31.4,23.7
1985,3,9.42892693938226,31.1,23.8
1985,3,9.42892693938226,30.1,23.4
1985,3,9.42892693938226,30.0,23.0
1985,3,9.42892693938226,26.1,22.3
1985,3,9.42892693938226,27.2,21.4
1985,3,9.42892693938226,27.9,21.4
1985,3,9.42892693938226,28.6,20.6
1985,3,9.42892693938226,29.1,21.9
1985,3,9.42892693938226,28.5,22.3
1985,3,9.42892693938226,28.4,22.9
1985,3,9.42892693938226,24.9,22.3
1985,3,9.42892693938226,26.4,22.4
1985,3,9.42892693938226,27.8,21.6
1985,3,9.42892693938226,28.7,22.1
1985,3,9.42892693938226,28.2,22.8
1985,3,9.42892693938226,28.9,22.1
1985,3,9.42892693938226,26.7,22.6
1985,3,9.42892693938226,26.4,21.5
1985,3,9.42892693938226,26.3,21.3
1985,3,9.42892693938226,25.4,21.5
1985,4,9.42892693938226,25.4,21.5
1985,4,9.42892693938226,27.7,22.1
1985,4,9.42892693938226,27.3,22.1
1985,4,9.42892693938226,29.1,22.3
1985,4,9.42892693938226,29.4,22.7
1985,4,9.42892693938226,28.8,23.1
1985,4,9.42892693938226,29.1,23.2
1985,4,9.42892693938226,28.9,23.9
1985,4,9.42892693938226,28.8,22.7
1985,4,9.42892693938226,28.9,22.2
1985,4,9.42892693938226,28.6,22.1
1985,4,9.42892693938226,28.8,22.1
1985,4,9.42892693938226,28.4,21.8
1985,4,9.42892693938226,28.8,19.0
1985,4,9.42892693938226,28.8,18.1
1985,4,9.42892693938226,28.8,18.0
1985,4,9.42892693938226,28.7,17.6
1985,4,9.42892693938226,28.7,19.1
1985,4,9.42892693938226,30.0,19.7
1985,4,9.42892693938226,28.0,20.0
1985,4,9.42892693938226,28.3,20.2
1985,4,9.42892693938226,23.8,20.0
1985,4,9.42892693938226,25.7,19.8
1985,4,9.42892693938226,25.9,19.6
1985,4,9.42892693938226,27.4,20.2
1985,4,9.42892693938226,27.5,20.3
1985,4,9.42892693938226,27.3,20.2
1985,4,9.42892693938226,27.4,20.4
1985,4,9.42892693938226,27.9,20.3
1985,4,9.42892693938226,27.9,19.2
1985,5,9.42892693938226,26.9,20.4
1985,5,9.42892693938226,26.9,20.8
1985,5,9.42892693938226,27.2,20.7
1985,5,9.42892693938226,27.1,16.4
1985,5,9.42892693938226,27.4,16.4
1985,5,9.42892693938226,27.8,17.2
1985,5,9.42892693938226,28.1,17.1
1985,5,9.42892693938226,29.0,18.3
1985,5,9.42892693938226,29.0,18.8
1985,5,9.42892693938226,29.0,19.3
1985,5,9.42892693938226,26.9,20.0
1985,5,9.42892693938226,26.4,19.2
1985,5,9.42892693938226,24.3,18.9
1985,5,9.42892693938226,24.9,18.2
1985,5,9.42892693938226,24.2,18.4
1985,5,9.42892693938226,25.9,18.2
1985,5,9.42892693938226,22.4,19.4
1985,5,9.42892693938226,25.3,19.5
1985,5,9.42892693938226,27.0,19.6
1985,5,9.42892693938226,25.2,20.1
1985,5,9.42892693938226,25.3,14.9
1985,5,9.42892693938226,23.1,17.3
1985,5,9.42892693938226,23.0,18.9
1985,5,9.42892693938226,23.0,19.4
1985,5,9.42892693938226,22.9,19.7
1985,5,9.42892693938226,22.1,19.7
1985,5,9.42892693938226,24.1,19.8
1985,5,9.42892693938226,25.0,16.8
1985,5,9.42892693938226,24.1,18.6
1985,5,9.42892693938226,25.0,19.5
1985,5,9.42892693938226,24.1,20.3
1985,6,9.42892693938226,25.6,19.9
1985,6,9.42892693938226,25.8,19.4
1985,6,9.42892693938226,27.1,19.7
1985,6,9.42892693938226,22.2,19.2
1985,6,9.42892693938226,22.6,18.7
1985,6,9.42892693938226,21.2,13.7
1985,6,9.42892693938226,21.1,10.0
1985,6,9.42892693938226,21.3,11.6
1985,6,9.42892693938226,23.7,10.0
1985,6,9.42892693938226,24.4,15.5
1985,6,9.42892693938226,25.3,15.4
1985,6,9.42892693938226,24.9,14.6
1985,6,9.42892693938226,23.4,15.7
1985,6,9.42892693938226,21.4,16.6
1985,6,9.42892693938226,21.6,16.6
1985,6,9.42892693938226,23.4,16.2
1985,6,9.42892693938226,23.7,16.8
1985,6,9.42892693938226,21.5,17.4
1985,6,9.42892693938226,24.4,16.3
1985,6,9.42892693938226,24.7,16.8
1985,6,9.42892693938226,24.7,16.0
1985,6,9.42892693938226,18.4,9.8
1985,6,9.42892693938226,19.8,8.9
1985,6,9.42892693938226,22.1,8.5
1985,6,9.42892693938226,22.8,11.3
1985,6,9.42892693938226,23.1,14.3
1985,6,9.42892693938226,23.1,15.7
1985,6,9.42892693938226,23.2,15.1
1985,6,9.42892693938226,21.3,15.1
1985,6,9.42892693938226,22.0,14.8
1985,7,9.42892693938226,23.8,15.8
1985,7,9.42892693938226,22.2,16.8
1985,7,9.42892693938226,23.2,14.8
1985,7,9.42892693938226,22.5,17.3
1985,7,9.42892693938226,27.736907654921023,17.5
1985,7,9.42892693938226,27.736907654921023,19.983019113814073
1985,7,9.42892693938226,21.3,19.983019113814073
1985,7,9.42892693938226,27.736907654921023,19.983019113814073
1985,7,9.42892693938226,23.4,19.983019113814073
1985,7,9.42892693938226,20.5,19.983019113814073
1985,7,9.42892693938226,27.736907654921023,19.983019113814073
1985,7,9.42892693938226,27.736907654921023,19.983019113814073
1985,7,9.42892693938226,27.736907654921023,19.983019113814073
1985,7,9.42892693938226,22.5,19.983019113814073
1985,7,9.42892693938226,23.2,19.983019113814073
1985,7,9.42892693938226,23.8,19.983019113814073
1985,7,9.42892693938226,24.8,11.2
1985,7,9.42892693938226,21.3,10.9
1985,7,9.42892693938226,27.736907654921023,8.8
1985,7,9.42892693938226,27.736907654921023,19.983019113814073
1985,7,9.42892693938226,21.3,19.983019113814073
1985,7,9.42892693938226,22.3,8.2
1985,7,9.42892693938226,24.2,17.0
1985,7,9.42892693938226,23.7,14.1
1985,7,9.42892693938226,21.4,17.3
1985,7,9.42892693938226,27.736907654921023,16.3
1985,7,9.42892693938226,27.736907654921023,19.983019113814073
1985,7,9.42892693938226,23.4,19.983019113814073
1985,7,9.42892693938226,23.0,13.8
1985,7,9.42892693938226,24.0,15.6
1985,7,9.42892693938226,27.736907654921023,11.4
1985,8,9.42892693938226,27.736907654921023,19.983019113814073
1985,8,9.42892693938226,27.736907654921023,19.983019113814073
1985,8,9.42892693938226,27.736907654921023,19.983019113814073
1985,8,9.42892693938226,25.6,19.983019113814073
1985,8,9.42892693938226,24.5,12.5
1985,8,9.42892693938226,24.7,16.9
1985,8,9.42892693938226,24.8,14.8
1985,8,9.42892693938226,23.0,15.0
1985,8,9.42892693938226,24.0,16.4
1985,8,9.42892693938226,25.5,15.2
1985,8,9.42892693938226,26.3,18.2
1985,8,9.42892693938226,25.6,16.8
1985,8,9.42892693938226,25.2,16.5
1985,8,9.42892693938226,25.4,17.5
1985,8,9.42892693938226,24.8,18.5
1985,8,9.42892693938226,24.4,17.4
1985,8,9.42892693938226,24.8,17.2
1985,8,9.42892693938226,25.7,15.5
1985,8,9.42892693938226,26.0,15.2
1985,8,9.42892693938226,24.3,13.8
1985,8,9.42892693938226,24.2,12.8
1985,8,9.42892693938226,24.4,15.5
1985,8,9.42892693938226,25.5,15.5
1985,8,9.42892693938226,27.3,17.0
1985,8,9.42892693938226,26.0,18.5
1985,8,9.42892693938226,27.2,18.2
1985,8,9.42892693938226,26.0,16.5
1985,8,9.42892693938226,26.2,18.8
1985,8,9.42892693938226,25.6,18.1
1985,8,9.42892693938226,25.5,17.0
1985,8,9.42892693938226,24.8,16.2
1985,9,9.42892693938226,25.7,17.0
1985,9,9.42892693938226,26.2,16.3
1985,9,9.42892693938226,23.5,11.5
1985,9,9.42892693938226,23.2,10.8
1985,9,9.42892693938226,25.0,13.2
1985,9,9.42892693938226,24.3,13.2
1985,9,9.42892693938226,22.2,18.1
1985,9,9.42892693938226,24.0,18.1
1985,9,9.42892693938226,22.8,18.8
1985,9,9.42892693938226,24.7,18.8
1985,9,9.42892693938226,25.8,17.4
1985,9,9.42892693938226,25.7,20.4
1985,9,9.42892693938226,26.7,18.5
1985,9,9.42892693938226,29.8,15.8
1985,9,9.42892693938226,28.2,13.7
1985,9,9.42892693938226,25.4,14.8
1985,9,9.42892693938226,25.5,14.0
1985,9,9.42892693938226,24.5,13.3
1985,9,9.42892693938226,26.0,15.8
1985,9,9.42892693938226,25.3,16.0
1985,9,9.42892693938226,26.6,18.3
1985,9,9.42892693938226,25.7,15.2
1985,9,9.42892693938226,25.3,18.2
1985,9,9.42892693938226,25.1,15.8
1985,9,9.42892693938226,26.3,15.8
1985,9,9.42892693938226,26.8,16.6
1985,9,9.42892693938226,29.0,20.2
1985,9,9.42892693938226,29.5,16.5
1985,9,9.42892693938226,26.2,16.3
1985,9,9.42892693938226,25.2,16.4
1985,10,4.4,24.6,19.8
1985,10,12.2,25.4,17.9
1985,10,6.0,24.8,16.2
1985,10,3.2,24.8,19.7
1985,10,2.2,26.0,17.9
1985,10,1.8,25.7,19.2
1985,10,11.4,25.6,20.0
1985,10,3.2,26.2,19.5
1985,10,0.0,26.7,18.2
1985,10,0.0,26.5,19.2
1985,10,1.4,26.0,20.8
1985,10,1.8,26.6,21.0
1985,10,0.2,28.0,20.5
1985,10,0.0,28.2,20.6
1985,10,0.0,28.7,21.4
1985,10,1.6,28.0,21.6
1985,10,0.0,29.3,23.0
1985,10,0.0,28.5,20.3
1985,10,0.0,31.0,22.1
1985,10,52.0,28.0,21.8
1985,10,12.4,28.7,21.6
1985,10,0.0,30.5,23.3
1985,10,0.0,30.7,24.5
1985,10,6.4,28.9,22.6
1985,10,0.2,26.0,22.3
1985,10,24.4,26.4,21.0
1985,10,0.0,26.6,16.2
1985,10,0.0,27.2,17.8
1985,10,0.0,27.3,19.0
1985,10,0.0,27.3,21.6
1985,10,0.0,27.6,19.5
1985,11,0.0,28.0,18.8
1985,11,0.0,27.2,19.4
1985,11,10.6,27.2,20.8
1985,11,19.4,27.8,21.9
1985,11,108.0,27.2,22.2
1985,11,2.4,27.5,22.0
1985,11,4.8,28.0,23.1
1985,11,0.6,28.0,23.0
1985,11,0.0,30.2,22.1
1985,11,0.0,29.0,21.5
1985,11,0.0,28.5,21.3
1985,11,0.0,29.0,21.7
1985,11,5.4,27.0,21.6
