Year,Month,Rainfall amount (millimetres),Maximum temperature (Degree C),Minimum temperature (Degree C)
1965,11,1.0,28.8,23.7
1965,11,0.0,28.4,23.7
1965,11,0.0,28.3,20.2
1965,11,0.0,27.736907654921023,16.7
1965,11,0.0,27.736907654921023,19.983019113814073
1965,11,0.0,28.2,19.7
1965,11,1.5,27.736907654921023,19.983019113814073
1965,11,0.0,28.3,17.8
1965,11,3.6,26.9,20.6
1965,11,8.4,27.0,19.1
1965,11,0.0,27.2,17.4
1965,11,0.0,27.6,17.8
1965,11,0.0,29.6,18.9
1965,11,0.0,28.2,19.3
1965,11,0.0,28.8,20.7
1965,11,0.0,29.0,21.8
1965,11,0.3,29.2,22.7
1965,12,0.5,29.6,22.5
1965,12,0.0,30.7,23.2
1965,12,0.0,30.8,22.7
1965,12,0.0,29.8,22.3
1965,12,0.0,29.5,23.6
1965,12,0.0,30.1,22.2
1965,12,0.0,29.9,22.9
1965,12,4.1,27.736907654921023,24.1
1965,12,0.0,29.4,19.983019113814073
1965,12,5.3,28.9,23.0
1965,12,34.5,28.9,22.8
1965,12,0.8,28.8,23.6
1965,12,20.1,27.7,23.2
1965,12,22.6,28.6,23.0
1965,12,0.0,31.2,23.6
1965,12,55.6,33.2,23.9
1965,12,0.0,30.1,23.6
1965,12,0.5,28.6,23.2
1965,12,0.5,28.6,23.1
1965,12,4.6,27.7,21.8
1965,12,41.1,27.4,21.4
1965,12,7.1,27.5,20.8
1965,12,3.3,27.6,21.1
1965,12,1.5,26.2,22.2
1965,12,7.9,27.736907654921023,19.983019113814073
1965,12,9.42892693938226,27.2,19.983019113814073
1965,12,15.7,27.8,20.3
1965,12,1.8,26.7,21.5
1965,12,12.2,27.736907654921023,21.7
1965,12,1.0,28.5,21.0
1965,12,0.0,28.5,21.7
1966,1,0.0,29.6,23.5
1966,1,0.0,29.9,21.7
1966,1,0.0,31.2,22.7
1966,1,12.2,25.7,24.3
1966,1,84.8,28.0,23.6
1966,1,1.5,27.8,22.2
1966,1,25.4,27.7,22.2
1966,1,5.3,29.3,21.7
1966,1,12.7,27.2,22.1
1966,1,113.5,28.9,25.0
1966,1,16.3,27.7,24.5
1966,1,41.7,27.9,23.1
1966,1,4.8,28.8,22.2
1966,1,2.5,28.8,21.9
1966,1,3.8,28.4,21.9
1966,1,2.0,28.6,21.4
1966,1,2.3,29.6,21.7
1966,1,0.0,29.5,19.983019113814073
1966,1,0.0,29.2,20.0
1966,1,0.0,28.9,21.7
1966,1,0.0,28.7,21.4
1966,1,0.0,28.4,22.2
1966,1,0.0,28.9,22.1
1966,1,2.8,27.5,24.4
1966,1,21.3,30.1,24.2
1966,1,15.5,26.7,24.3
1966,1,18.3,28.9,25.6
1966,1,0.5,29.1,25.8
1966,1,8.4,29.0,24.9
1966,1,0.0,30.3,26.1
1966,1,0.0,27.736907654921023,25.1
1966,2,0.0,30.0,25.4
1966,2,0.0,29.5,25.7
1966,2,0.0,29.2,24.6
1966,2,0.0,29.9,22.1
1966,2,0.3,29.4,23.1
1966,2,24.1,29.4,23.0
1966,2,46.5,25.9,21.7
1966,2,7.9,27.7,22.3
1966,2,191.5,28.9,21.0
1966,2,0.3,29.4,23.9
1966,2,0.0,29.4,22.5
1966,2,3.0,28.4,23.4
1966,2,15.2,29.4,22.8
1966,2,0.0,29.3,24.5
1966,2,0.8,29.6,23.5
1966,2,0.0,32.2,22.3
1966,2,0.0,32.6,21.4
1966,2,2.5,35.3,25.6
1966,2,1.3,37.8,25.8
1966,2,0.0,32.3,24.2
1966,2,18.0,30.7,22.8
1966,2,0.0,31.0,23.7
1966,2,0.0,32.2,21.9
1966,2,0.0,29.6,24.9
1966,2,5.1,31.6,23.2
1966,2,0.0,31.4,23.6
1966,2,0.0,31.7,22.8
1966,2,0.0,31.0,24.3
1966,3,0.0,31.0,22.4
1966,3,0.0,30.8,20.9
1966,3,0.0,30.7,21.7
1966,3,24.1,27.4,22.7
1966,3,60.7,27.9,21.6
1966,3,27.2,28.0,23.1
1966,3,32.5,28.8,22.4
1966,3,11.7,28.3,21.8
1966,3,16.8,27.3,22.3
1966,3,14.5,29.2,21.7
1966,3,0.8,30.1,21.1
1966,3,0.0,29.9,20.8
1966,3,0.0,29.6,19.6
1966,3,0.3,29.0,20.6
1966,3,16.3,28.9,22.3
1966,3,0.8,29.2,21.8
1966,3,0.0,29.9,21.2
1966,3,0.0,29.7,21.7
1966,3,0.0,29.6,22.8
1966,3,0.0,29.8,21.8
1966,3,0.0,29.5,21.8
1966,3,0.0,30.2,22.3
1966,3,0.3,29.3,22.7
1966,3,0.0,29.6,23.6
1966,3,0.0,29.9,22.2
1966,3,2.5,26.6,21.2
1966,3,3.3,29.3,19.9
1966,3,0.0,29.8,17.9
1966,3,0.0,28.7,18.0
1966,3,0.0,29.4,18.4
1966,3,0.0,29.2,19.6
1966,4,0.0,28.9,19.4
1966,4,0.0,29.1,18.9
1966,4,0.0,30.1,17.5
1966,4,0.0,29.9,18.9
1966,4,0.0,29.5,19.8
1966,4,6.9,29.6,21.1
1966,4,0.0,29.6,18.4
1966,4,0.0,29.1,18.4
1966,4,0.0,29.0,19.0
1966,4,0.0,29.4,19.1
1966,4,17.0,28.8,22.7
1966,4,3.0,28.3,22.2
1966,4,14.7,27.7,22.3
1966,4,25.4,27.4,21.1
1966,4,41.1,27.6,21.1
1966,4,17.8,25.0,20.2
1966,4,15.2,27.4,20.0
1966,4,22.1,27.6,20.8
1966,4,39.9,26.9,20.9
1966,4,10.7,27.4,20.6
1966,4,0.3,27.1,19.7
1966,4,4.6,27.8,20.1
1966,4,0.5,28.0,20.2
1966,4,5.8,27.7,19.8
1966,4,0.0,28.1,16.9
1966,4,0.0,27.6,19.3
1966,4,0.0,27.8,19.6
1966,4,0.0,28.3,18.6
1966,4,0.0,28.2,15.4
1966,4,0.0,27.6,14.8
1966,5,0.0,27.1,17.3
1966,5,3.3,26.1,19.6
1966,5,0.5,26.8,19.1
1966,5,2.3,26.4,19.4
1966,5,3.6,26.9,21.2
1966,5,1.8,27.7,22.0
1966,5,0.0,28.0,20.6
1966,5,1.3,27.7,21.7
1966,5,46.7,23.7,19.8
1966,5,10.7,24.8,17.8
1966,5,29.0,25.6,19.4
1966,5,26.2,23.9,18.3
1966,5,23.1,25.5,17.8
1966,5,0.0,25.2,15.6
1966,5,1.5,26.1,18.8
1966,5,0.5,24.0,19.0
1966,5,33.5,25.5,19.4
1966,5,16.5,26.8,19.5
1966,5,5.1,26.2,18.1
1966,5,0.0,26.7,17.8
1966,5,0.0,25.0,14.2
1966,5,0.0,23.1,12.3
1966,5,0.0,24.2,11.7
1966,5,0.0,25.2,13.4
1966,5,0.0,23.9,13.3
1966,5,0.0,22.7,19.9
1966,5,4.8,21.6,17.8
1966,5,7.1,23.6,17.8
1966,5,9.4,25.1,18.4
1966,5,8.1,24.2,19.9
1966,5,29.7,24.3,21.2
1966,6,3.6,26.6,20.8
1966,6,0.3,25.8,20.7
1966,6,0.3,24.6,20.6
1966,6,0.3,24.4,16.7
1966,6,0.0,25.1,16.7
1966,6,5.3,24.9,18.9
1966,6,0.0,25.6,16.3
1966,6,0.0,24.8,18.1
1966,6,7.6,26.1,17.2
1966,6,0.0,24.0,16.9
1966,6,0.0,22.8,12.9
1966,6,0.0,22.3,11.6
1966,6,0.0,22.7,10.8
1966,6,0.0,23.3,9.4
1966,6,0.0,24.0,9.6
1966,6,0.0,23.9,11.0
1966,6,0.0,25.0,17.2
1966,6,1.3,22.2,16.6
1966,6,6.9,22.3,18.1
1966,6,25.1,24.8,18.9
1966,6,1.8,23.4,16.8
1966,6,4.3,23.3,18.0
1966,6,7.9,23.6,19.0
1966,6,9.9,24.9,18.9
1966,6,0.5,25.3,18.9
1966,6,5.8,24.8,18.4
1966,6,5.8,23.5,18.6
1966,6,9.4,24.7,18.7
1966,6,10.2,24.2,19.1
1966,6,0.0,24.4,18.8
1966,7,8.4,24.2,18.4
1966,7,6.1,24.9,18.8
1966,7,0.3,24.6,17.8
1966,7,0.5,25.0,17.8
1966,7,0.0,25.4,16.5
1966,7,0.0,26.1,13.9
1966,7,0.0,23.4,14.9
1966,7,0.0,23.1,11.1
1966,7,0.0,23.4,11.8
1966,7,0.0,24.0,16.7
1966,7,0.3,22.1,17.7
1966,7,33.5,23.2,18.3
1966,7,12.7,24.7,18.4
1966,7,0.3,24.7,15.4
1966,7,0.0,24.2,14.4
1966,7,0.0,25.2,14.4
1966,7,0.0,26.0,16.1
1966,7,0.0,22.2,15.2
1966,7,0.0,22.7,13.3
1966,7,0.0,23.9,15.2
1966,7,0.0,23.1,16.6
1966,7,0.0,23.8,13.9
1966,7,0.0,23.9,16.0
1966,7,0.0,24.0,12.7
1966,7,0.0,24.2,16.5
1966,7,0.0,24.6,13.9
1966,7,0.0,24.6,13.4
1966,7,0.0,23.1,12.3
1966,7,0.0,22.6,9.5
1966,7,0.0,22.6,10.7
1966,7,0.0,20.5,13.7
1966,8,14.0,22.1,16.1
1966,8,9.7,23.9,18.3
1966,8,16.0,23.9,17.8
1966,8,4.8,23.7,17.1
1966,8,16.0,23.9,18.2
1966,8,1.0,23.9,18.4
1966,8,5.3,24.3,18.5
1966,8,1.0,24.8,18.3
1966,8,4.3,25.1,19.1
1966,8,2.3,25.7,17.8
1966,8,0.0,25.7,17.2
1966,8,0.5,22.7,18.4
1966,8,0.0,21.9,17.8
1966,8,0.8,21.1,17.9
1966,8,50.5,24.3,18.3
1966,8,0.8,25.1,19.0
1966,8,0.0,25.1,19.3
1966,8,0.0,25.6,19.2
1966,8,2.3,26.1,20.0
1966,8,0.0,26.2,19.7
1966,8,0.0,25.6,19.4
1966,8,2.0,24.3,20.6
1966,8,6.4,24.0,20.4
1966,8,6.9,23.7,19.7
1966,8,0.0,23.7,16.8
1966,8,0.0,23.9,14.8
1966,8,0.0,23.3,16.4
1966,8,0.3,23.0,13.4
1966,8,10.9,23.8,18.2
1966,8,0.0,24.8,15.9
1966,8,0.0,25.9,16.3
1966,9,0.0,25.6,17.1
1966,9,0.0,26.7,17.2
1966,9,0.0,26.8,16.2
1966,9,0.0,25.9,14.2
1966,9,0.0,24.4,13.9
1966,9,0.0,25.0,16.3
1966,9,0.0,25.7,18.9
1966,9,0.0,26.7,16.4
1966,9,0.0,27.2,17.3
1966,9,0.0,24.1,13.8
1966,9,0.8,24.0,18.9
1966,9,0.0,25.7,15.3
1966,9,0.5,24.6,16.7
1966,9,0.0,26.7,15.1
1966,9,0.0,25.6,16.1
1966,9,0.0,26.4,15.9
1966,9,0.0,26.1,16.4
1966,9,0.0,25.6,17.6
1966,9,0.0,26.1,17.7
1966,9,0.3,25.3,18.6
1966,9,0.0,26.0,17.1
1966,9,0.0,25.9,16.7
1966,9,0.0,26.3,16.9
1966,9,0.0,26.4,18.1
1966,9,0.0,27.1,18.8
1966,9,0.0,26.7,18.6
1966,9,0.0,26.7,19.4
1966,9,0.0,26.5,19.1
1966,9,0.0,26.3,19.9
1966,9,0.0,26.0,19.0
1966,10,0.0,26.4,19.1
1966,10,0.0,26.9,18.5
1966,10,1.3,27.9,20.8
1966,10,0.0,26.7,19.9
1966,10,1.8,25.9,18.9
1966,10,0.0,26.2,19.6
1966,10,0.0,26.7,16.0
1966,10,0.0,26.7,15.8
1966,10,0.0,25.7,15.0
1966,10,0.0,25.3,15.6
1966,10,0.0,25.8,16.6
1966,10,0.0,25.6,16.8
1966,10,0.0,25.9,15.9
1966,10,0.0,25.7,17.9
1966,10,0.0,26.4,17.7
1966,10,0.0,26.1,17.8
1966,10,0.0,25.9,18.1
1966,10,1.5,26.3,19.0
1966,10,6.6,26.2,18.8
1966,10,0.5,27.5,17.5
1966,10,0.3,26.7,20.4
1966,10,0.0,26.8,19.9
1966,10,2.0,26.5,20.1
1966,10,0.0,27.0,20.0
1966,10,0.3,27.736907654921023,19.983019113814073
1966,10,0.8,26.4,18.9
1966,10,0.0,27.6,18.2
1966,10,1.8,27.9,19.6
1966,10,0.0,26.7,20.1
1966,10,12.2,26.6,19.3
1966,10,7.1,26.4,19.9
1966,11,1.8,26.4,18.4
1966,11,0.0,26.5,19.983019113814073
1966,11,0.0,27.4,17.6
1966,11,0.0,28.3,19.0
1966,11,0.0,28.8,21.6
1966,11,1.3,29.3,23.9
1966,11,0.0,28.2,24.8
1966,11,0.3,28.7,24.8
1966,11,34.0,30.2,19.7
1966,11,0.0,32.0,20.5
1966,11,0.8,29.6,21.6
1966,11,0.0,29.6,21.7
1966,11,0.0,30.6,21.4
1966,11,0.0,31.1,23.5
1966,11,0.5,27.4,22.3
1966,11,37.8,28.5,21.0
1966,11,0.0,27.8,20.8
1966,11,0.0,27.7,19.4
1966,11,0.0,27.4,20.5
1966,11,4.3,26.9,21.8
1966,11,11.9,26.6,20.6
1966,11,1.0,27.8,19.9
1966,11,0.5,27.0,20.6
1966,11,0.0,27.6,20.3
1966,11,0.0,27.9,19.9
1966,11,0.0,27.3,21.1
1966,11,0.0,27.2,19.4
1966,11,0.0,27.8,19.3
1966,11,0.0,27.4,20.5
1966,11,6.1,27.3,21.1
1966,12,4.1,27.1,20.3
1966,12,10.9,27.4,19.6
1966,12,0.0,27.4,19.4
1966,12,0.0,27.3,19.2
1966,12,0.0,27.6,20.9
1966,12,0.0,28.4,21.2
1966,12,0.0,28.7,20.3
1966,12,0.0,29.4,22.2
1966,12,0.0,29.2,21.8
1966,12,0.3,28.4,25.6
1966,12,35.1,28.0,22.4
1966,12,13.0,27.6,21.7
1966,12,5.1,27.3,21.7
1966,12,0.0,27.4,20.0
1966,12,0.0,27.9,19.3
1966,12,0.0,28.6,20.4
1966,12,0.0,28.4,21.3
1966,12,0.0,27.3,20.4
1966,12,0.0,28.7,20.6
1966,12,0.0,30.5,21.2
1966,12,0.0,29.6,21.9
1966,12,0.0,28.8,22.4
1966,12,0.5,28.3,21.1
1966,12,1.3,28.6,20.3
1966,12,0.0,28.9,22.6
1966,12,5.8,28.3,23.3
1966,12,1.8,29.3,21.8
1966,12,1.3,28.8,21.0
1966,12,0.0,28.7,18.9
1966,12,0.0,28.9,19.5
1966,12,0.0,29.8,19.4
1967,1,0.0,30.1,22.1
1967,1,9.1,30.5,22.7
1967,1,3.6,30.7,21.4
1967,1,2.8,30.4,23.6
1967,1,0.3,30.7,23.3
1967,1,1.8,31.2,23.4
1967,1,18.3,29.4,24.0
1967,1,15.2,28.9,22.6
1967,1,0.3,29.1,21.9
1967,1,16.5,28.4,23.2
1967,1,2.8,29.3,22.9
1967,1,0.0,30.4,23.0
1967,1,0.0,30.6,22.8
1967,1,0.0,31.7,23.3
1967,1,0.0,31.1,22.8
1967,1,0.0,29.7,23.3
1967,1,0.0,29.8,21.8
1967,1,0.0,30.1,20.9
1967,1,0.0,30.6,23.7
1967,1,0.0,28.3,22.9
1967,1,4.3,30.2,21.8
1967,1,0.0,31.6,22.9
1967,1,0.0,30.3,24.2
1967,1,0.3,29.9,23.0
1967,1,0.0,31.6,22.3
1967,1,0.0,32.3,23.8
1967,1,0.0,33.3,23.4
1967,1,0.0,37.6,22.7
1967,1,0.0,39.3,29.7
1967,1,10.7,34.5,25.1
1967,1,0.0,35.6,26.7
1967,2,0.0,32.2,25.6
1967,2,0.8,31.3,25.4
1967,2,18.3,27.736907654921023,19.983019113814073
1967,2,204.7,27.7,23.6
1967,2,62.5,27.8,22.2
1967,2,5.8,28.0,21.8
1967,2,16.8,27.5,21.9
1967,2,69.3,27.4,22.3
1967,2,48.0,28.3,21.8
1967,2,9.7,27.8,21.8
1967,2,11.4,29.1,22.4
1967,2,0.3,28.9,22.9
1967,2,0.5,29.1,21.9
1967,2,93.2,29.4,22.8
1967,2,0.0,29.4,23.9
1967,2,3.6,30.1,23.7
1967,2,8.4,28.2,24.2
1967,2,49.8,29.4,23.4
1967,2,8.4,28.9,22.9
1967,2,70.9,29.3,23.0
1967,2,5.3,29.4,23.3
1967,2,0.0,29.4,22.6
1967,2,0.3,29.2,22.3
1967,2,25.9,28.0,24.3
1967,2,81.3,28.4,24.1
1967,2,37.8,27.1,23.4
1967,2,3.8,29.6,22.2
1967,2,0.8,29.5,21.2
1967,3,0.0,29.3,21.9
1967,3,6.1,29.8,22.4
1967,3,14.2,29.8,22.9
1967,3,0.0,30.4,24.7
1967,3,1.8,30.3,23.8
1967,3,25.7,29.4,24.3
1967,3,1.0,29.6,23.1
1967,3,0.8,30.7,23.6
1967,3,0.0,30.1,25.1
1967,3,25.1,30.4,23.7
1967,3,78.0,25.8,23.3
1967,3,394.5,26.7,23.5
1967,3,160.3,26.3,24.0
1967,3,207.5,24.8,23.6
1967,3,199.1,24.8,23.1
1967,3,40.1,26.9,21.9
1967,3,0.3,27.9,22.7
1967,3,3.8,26.9,23.1
1967,3,0.0,29.3,22.3
1967,3,0.0,27.2,23.9
1967,3,34.5,28.7,22.8
1967,3,9.7,28.9,21.9
1967,3,0.3,28.8,19.7
1967,3,0.0,28.9,19.8
1967,3,0.3,27.9,21.2
1967,3,11.2,27.1,22.2
1967,3,24.1,27.8,21.8
1967,3,6.6,27.0,22.9
1967,3,4.1,27.6,21.1
1967,3,3.0,26.6,21.2
1967,3,4.8,29.4,21.6
1967,4,0.0,30.1,20.7
1967,4,0.0,29.2,19.9
1967,4,2.3,27.9,20.7
1967,4,4.6,27.9,20.8
1967,4,0.0,28.7,18.9
1967,4,0.0,28.3,18.3
1967,4,0.0,29.2,18.3
1967,4,0.0,28.8,18.6
1967,4,0.0,27.9,19.0
1967,4,0.0,26.4,19.9
1967,4,14.7,27.1,20.0
1967,4,6.4,26.7,19.8
1967,4,21.3,25.5,21.7
1967,4,19.3,26.8,22.5
1967,4,8.9,26.6,21.1
1967,4,6.6,26.2,18.9
1967,4,12.7,26.1,21.1
1967,4,7.6,25.9,20.3
1967,4,7.1,25.4,19.5
1967,4,11.2,26.7,19.5
1967,4,7.6,26.5,20.2
1967,4,28.7,26.4,21.0
1967,4,0.3,25.9,18.4
1967,4,5.8,26.5,21.1
1967,4,11.4,26.4,20.9
1967,4,0.0,25.7,20.0
1967,4,0.0,27.1,20.0
1967,4,9.9,25.9,21.1
1967,4,4.1,23.2,19.7
1967,4,17.3,25.2,20.2
1967,5,8.1,23.9,20.9
1967,5,137.4,24.4,20.3
1967,5,34.8,25.6,19.6
1967,5,33.8,24.3,20.1
1967,5,12.7,26.2,20.6
1967,5,0.0,27.2,19.4
1967,5,0.0,27.8,19.5
1967,5,0.0,27.4,18.9
1967,5,0.0,26.1,18.9
1967,5,0.0,25.7,17.6
1967,5,0.3,24.6,17.2
1967,5,7.1,25.3,20.5
1967,5,9.4,25.9,21.6
1967,5,5.3,24.9,21.2
1967,5,20.8,25.1,20.3
1967,5,12.7,24.8,19.2
1967,5,12.4,26.1,20.2
1967,5,24.4,25.6,20.6
1967,5,3.3,24.3,19.3
1967,5,26.2,26.2,20.7
1967,5,1.5,25.7,20.1
1967,5,5.6,23.8,19.1
1967,5,4.3,23.4,19.8
1967,5,0.0,22.7,13.3
1967,5,0.0,22.9,12.8
1967,5,0.0,23.9,14.7
1967,5,0.0,27.736907654921023,15.0
1967,5,0.0,26.1,16.7
1967,5,3.8,25.9,18.9
1967,5,0.0,26.0,18.3
1967,5,0.0,24.8,16.8
1967,6,0.3,24.9,16.7
1967,6,0.0,24.8,15.9
1967,6,1.3,22.9,19.4
1967,6,16.3,23.8,19.1
1967,6,13.2,22.2,20.6
1967,6,203.2,22.4,18.8
1967,6,19.6,21.8,18.3
1967,6,5.1,24.1,19.6
1967,6,3.8,24.0,20.1
1967,6,15.2,25.2,19.5
1967,6,0.0,25.5,18.9
1967,6,0.0,25.6,17.3
1967,6,0.0,26.0,15.7
1967,6,0.0,25.6,15.8
1967,6,0.0,24.7,15.5
1967,6,0.0,24.6,17.3
1967,6,0.3,22.3,17.4
1967,6,0.8,22.9,18.3
1967,6,0.0,23.4,16.8
1967,6,27.4,19.5,16.5
1967,6,31.8,22.2,15.4
1967,6,0.0,23.5,15.6
1967,6,0.0,23.7,13.9
1967,6,0.0,27.736907654921023,14.3
1967,6,0.0,23.7,19.983019113814073
1967,6,0.0,21.4,12.7
1967,6,0.0,21.2,11.1
1967,6,0.0,23.4,10.4
1967,6,0.0,23.1,11.4
1967,6,0.0,23.4,11.4
1967,7,0.0,27.736907654921023,12.8
1967,7,0.0,23.9,19.983019113814073
1967,7,0.0,21.7,11.6
1967,7,0.0,22.2,9.4
1967,7,0.0,21.3,10.2
1967,7,0.0,21.8,9.6
1967,7,0.0,21.7,10.1
1967,7,0.0,22.6,10.7
1967,7,0.0,24.0,16.5
1967,7,3.3,23.7,18.1
1967,7,1.0,24.3,17.3
1967,7,2.3,23.9,17.8
1967,7,0.0,24.6,17.6
1967,7,29.7,24.1,19.4
1967,7,2.5,22.8,17.3
1967,7,0.3,23.3,17.5
1967,7,2.5,23.9,17.4
1967,7,9.4,22.0,19.6
1967,7,0.8,22.7,18.6
1967,7,9.1,23.4,18.4
1967,7,17.3,21.2,19.0
1967,7,27.7,23.3,18.5
1967,7,2.3,22.8,18.6
1967,7,3.6,22.7,17.6
1967,7,0.0,23.7,14.4
1967,7,0.0,23.2,15.9
1967,7,0.0,23.1,14.5
1967,7,0.0,23.3,11.8
1967,7,0.0,24.0,11.1
1967,7,0.0,24.1,11.9
1967,7,0.5,23.2,15.9
1967,8,0.0,24.9,15.5
1967,8,0.0,22.7,14.2
1967,8,0.0,24.3,16.9
1967,8,0.0,23.8,18.9
1967,8,1.3,21.7,18.9
1967,8,5.6,23.3,18.4
1967,8,0.0,23.9,17.4
1967,8,0.0,24.6,17.0
1967,8,0.0,25.6,17.3
1967,8,0.0,25.2,15.7
1967,8,0.0,24.6,16.6
1967,8,0.0,25.2,14.5
1967,8,0.0,25.5,16.7
1967,8,0.0,25.4,17.2
1967,8,2.3,22.3,19.4
1967,8,41.7,21.3,18.4
1967,8,27.7,22.7,19.2
1967,8,17.8,22.9,19.8
1967,8,3.0,24.7,20.1
1967,8,0.0,24.7,17.8
1967,8,0.0,25.1,16.2
1967,8,0.0,22.3,12.2
1967,8,0.0,24.9,11.1
1967,8,0.0,23.9,11.7
1967,8,0.0,25.0,13.1
1967,8,0.0,25.1,14.5
1967,8,0.0,24.9,14.9
1967,8,0.0,26.6,14.8
1967,8,0.0,25.9,14.6
1967,8,0.0,25.6,17.1
1967,8,0.0,24.2,17.2
1967,9,0.0,24.3,14.3
1967,9,0.0,25.1,13.7
1967,9,0.0,25.6,14.5
1967,9,0.0,25.7,16.7
1967,9,0.0,26.2,18.4
1967,9,0.0,25.6,16.7
1967,9,0.0,25.1,16.2
1967,9,0.0,25.2,13.1
1967,9,0.3,25.3,14.7
1967,9,0.0,23.9,16.8
1967,9,2.5,25.3,15.1
1967,9,0.0,27.1,16.1
1967,9,0.0,26.2,15.1
1967,9,0.0,26.0,16.1
1967,9,0.0,26.1,16.6
1967,9,0.0,26.0,16.1
1967,9,0.0,25.7,15.1
1967,9,0.0,26.1,16.8
1967,9,0.0,26.4,16.2
1967,9,0.0,28.1,15.7
1967,9,0.0,26.0,16.7
1967,9,0.0,25.7,14.6
1967,9,0.0,26.0,14.5
1967,9,0.0,25.3,17.4
1967,9,0.0,25.5,15.1
1967,9,0.0,26.1,17.2
1967,9,0.0,26.2,17.1
1967,9,0.3,26.9,17.3
1967,9,0.0,27.3,17.7
1967,9,0.0,26.7,18.7
1967,10,0.3,26.7,18.3
1967,10,0.0,26.1,17.2
1967,10,0.0,26.8,16.2
1967,10,0.3,26.1,19.4
1967,10,0.5,26.7,17.3
1967,10,0.0,26.6,19.0
1967,10,0.0,27.4,19.4
1967,10,0.0,27.1,19.1
1967,10,0.0,27.3,20.0
1967,10,0.3,27.4,18.4
1967,10,0.5,27.1,22.2
1967,10,8.9,27.2,20.1
1967,10,4.6,26.2,20.8
1967,10,0.0,26.2,17.8
1967,10,0.3,26.3,19.0
1967,10,31.2,26.2,19.3
1967,10,11.7,26.6,19.8
1967,10,0.0,26.8,18.3
1967,10,0.0,26.7,18.8
1967,10,0.0,26.5,16.7
1967,10,0.0,26.7,17.4
1967,10,0.0,27.2,18.9
1967,10,0.0,27.2,20.1
1967,10,9.7,26.6,20.4
1967,10,1.0,26.7,20.3
1967,10,4.1,27.4,21.1
1967,10,0.0,27.8,19.0
1967,10,0.0,27.5,19.4
1967,10,0.0,27.3,18.1
1967,10,0.0,27.4,17.2
1967,10,0.0,27.3,18.2
1967,11,0.0,28.1,18.7
1967,11,0.5,27.4,20.3
1967,11,4.8,27.6,20.4
1967,11,5.6,26.9,20.4
1967,11,0.0,27.2,19.6
1967,11,0.0,27.2,18.6
1967,11,0.0,28.3,17.8
1967,11,0.0,27.7,21.2
1967,11,0.0,29.3,22.2
1967,11,1.5,27.9,22.9
1967,11,30.5,26.4,21.2
1967,11,0.5,26.9,20.9
1967,11,16.3,27.4,21.7
1967,11,14.0,28.8,21.7
1967,11,0.0,31.2,19.7
1967,11,0.0,35.0,20.5
1967,11,0.0,27.7,22.3
1967,11,0.0,28.2,19.5
1967,11,0.0,29.5,21.0
1967,11,0.0,31.1,24.0
1967,11,0.0,29.4,22.2
1967,11,0.0,29.4,22.3
1967,11,0.0,29.3,24.4
1967,11,0.0,30.1,23.9
1967,11,0.0,29.4,22.6
1967,11,0.0,28.8,22.2
1967,11,0.0,28.6,22.7
1967,11,0.0,28.8,20.8
1967,11,9.7,28.1,21.7
1967,11,0.8,28.7,21.9
1967,12,6.1,27.9,21.9
1967,12,0.0,28.1,22.1
1967,12,0.3,28.2,22.7
1967,12,5.6,28.3,22.8
1967,12,0.5,28.6,21.2
1967,12,1.8,28.2,22.2
1967,12,1.3,28.7,22.2
1967,12,6.6,31.5,20.6
1967,12,0.0,35.1,18.7
1967,12,0.0,33.3,18.3
1967,12,6.1,28.8,23.7
1967,12,0.0,29.5,24.1
1967,12,2.3,32.5,25.1
1967,12,0.0,32.2,22.4
1967,12,0.0,31.6,26.7
1967,12,0.3,31.2,25.6
1967,12,47.8,30.7,21.8
1967,12,7.4,29.3,22.4
1967,12,11.4,29.4,22.2
1967,12,0.0,30.1,21.6
1967,12,0.0,29.4,22.4
1967,12,3.3,28.4,22.7
1967,12,0.0,31.0,22.2
1967,12,0.5,29.4,22.8
1967,12,0.0,30.1,19.4
1967,12,15.7,28.8,21.2
1967,12,0.5,28.4,21.8
1967,12,0.0,28.3,18.9
1967,12,0.0,28.8,18.3
1967,12,0.0,29.4,21.7
1967,12,0.0,30.6,22.0
1968,1,0.0,31.7,23.3
1968,1,0.0,31.7,24.4
1968,1,0.0,30.1,25.1
1968,1,1.3,30.0,23.6
1968,1,0.5,30.4,23.9
1968,1,3.6,30.6,22.1
1968,1,0.0,30.8,23.6
1968,1,7.6,29.5,23.4
1968,1,0.0,32.2,23.6
1968,1,0.0,31.9,23.3
1968,1,0.0,31.7,23.9
1968,1,0.0,33.5,24.2
1968,1,2.0,31.2,23.2
1968,1,0.0,31.1,24.4
1968,1,5.1,29.7,23.9
1968,1,153.4,28.6,22.8
1968,1,30.2,29.4,23.4
1968,1,13.5,28.9,23.3
1968,1,116.6,28.1,22.7
1968,1,5.3,28.3,23.1
1968,1,0.0,29.1,22.5
1968,1,0.0,30.4,21.7
1968,1,2.5,29.6,22.2
1968,1,8.9,29.5,23.1
1968,1,0.0,29.4,22.5
1968,1,10.2,28.9,22.8
1968,1,27.4,25.6,21.1
1968,1,55.1,25.6,21.9
1968,1,101.1,28.6,22.8
1968,1,5.6,28.9,22.1
1968,1,5.6,28.4,22.2
1968,2,11.4,28.4,22.8
1968,2,2.5,29.6,21.7
1968,2,0.0,30.0,22.9
1968,2,0.0,29.1,23.4
1968,2,59.2,26.6,23.2
1968,2,279.4,26.8,22.7
